name,ptype,xtype,dim,mb,ml,mu,mcon,mlcon,mnlcon,m_ub,m_eq,m_linear_ub,m_linear_eq,m_nonlinear_ub,m_nonlinear_eq,f0,isfeasibility,isgrad,ishess,isjcub,isjceq,ishcub,ishceq,argins,dims,mbs,mls,mus,mcons,mlcons,mnlcons,m_ubs,m_eqs,m_linear_ubs,m_linear_eqs,m_nonlinear_ubs,m_nonlinear_eqs,f0s
KIRBY2LS,u,r,5,0,0,0,0,0,0,0,0,0,0,0,0,373285.3585,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
KISSING,n,r,76,0,0,0,325,0,325,300,25,0,0,300,25,0,0,1,1,1,1,1,1,12  13  14  15  22  23  24  25  26  27  37  38  39  40  41  42,37   40   43   46   67   70   73   76   79   82  112  115  118  121  124  127,0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0,78   91  105  120  253  276  300  325  351  378  703  741  780  820  861  903,0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0,78   91  105  120  253  276  300  325  351  378  703  741  780  820  861  903,66   78   91  105  231  253  276  300  325  351  666  703  741  780  820  861,12  13  14  15  22  23  24  25  26  27  37  38  39  40  41  42,0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0,66   78   91  105  231  253  276  300  325  351  666  703  741  780  820  861,12  13  14  15  22  23  24  25  26  27  37  38  39  40  41  42,0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
KISSING2,n,r,100,12,6,6,625,0,625,625,0,0,0,625,0,54,0,1,1,1,0,1,0,24   25  100,96  100  400,12  12  12,6  6  6,6  6  6,576    625  10000,0  0  0,576    625  10000,576    625  10000,0  0  0,0  0  0,0  0  0,576    625  10000,0  0  0,52            54           204
KIWCRESC,n,r,3,0,0,0,2,0,2,2,0,0,0,2,0,0,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
KOEBHELB,b,r,3,2,2,0,0,0,0,0,0,0,0,0,0,113.3679367,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
KOEBHELBNE,n,r,3,2,2,0,156,0,156,0,156,0,0,0,156,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
KOWOSB,u,r,4,0,0,0,0,0,0,0,0,0,0,0,0,0.005313615,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
KOWOSBNE,n,r,4,0,0,0,11,0,11,0,11,0,0,0,11,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
KSS,n,r,10,0,0,0,10,0,10,0,10,0,0,0,10,0,1,1,1,0,1,0,1,4   10  100,4   10  100,0  0  0,0  0  0,0  0  0,4   10  100,0  0  0,4   10  100,0  0  0,4   10  100,0  0  0,0  0  0,0  0  0,4   10  100,0  0  0
KSSLS,u,r,10,0,0,0,0,0,0,0,0,0,0,0,0,1.01202E+13,0,1,1,0,0,0,0,4   10  100,4   10  100,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,3999976000036   10120178920810  120099900180100
LAKES,n,r,90,18,18,0,78,60,18,0,78,0,60,0,18,7.34589E+11,0,1,1,0,1,0,1,,,,,,,,,,,,,,,
LANCZOS1,n,r,6,0,0,0,24,0,24,0,24,0,0,0,24,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
LANCZOS1LS,u,r,6,0,0,0,0,0,0,0,0,0,0,0,0,269.7503748,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
LANCZOS2,n,r,6,0,0,0,24,0,24,0,24,0,0,0,24,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
LANCZOS2LS,u,r,6,0,0,0,0,0,0,0,0,0,0,0,0,269.7504729,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
LANCZOS3,n,r,6,0,0,0,24,0,24,0,24,0,0,0,24,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
LANCZOS3LS,u,r,6,0,0,0,0,0,0,0,0,0,0,0,0,269.7514695,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
LAUNCH,n,r,25,50,25,25,28,18,10,19,9,12,6,7,3,12.22072845,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
LEAKNET,n,r,156,82,76,6,153,73,80,0,153,0,73,0,80,15.28830879,0,1,1,0,1,0,1,,,,,,,,,,,,,,,
LEVYMONE,n,r,5,10,5,5,10,5,5,0,10,0,5,0,5,0,1,1,1,0,1,0,1,2    3    4    5    8   10  100,2    3    4    5    8   10  100,4    6    8   10   16   20  200,2    3    4    5    8   10  100,2    3    4    5    8   10  100,4    6    8   10   16   20  200,2    3    4    5    8   10  100,2    3    4    5    8   10  100,0  0  0  0  0  0  0,4    6    8   10   16   20  200,0  0  0  0  0  0  0,2    3    4    5    8   10  100,0  0  0  0  0  0  0,2    3    4    5    8   10  100,0  0  0  0  0  0  0
LEVYMONE10,n,r,10,20,10,10,20,10,10,0,20,0,10,0,10,0,1,1,1,0,1,0,1,10,10,20,10,10,20,10,10,0,20,0,10,0,10,0
LEVYMONE5,n,r,2,4,2,2,4,2,2,0,4,0,2,0,2,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
LEVYMONE6,n,r,5,10,5,5,10,5,5,0,10,0,5,0,5,0,1,1,1,0,1,0,1,3,3,6,3,3,6,3,3,0,6,0,3,0,3,0
LEVYMONE7,n,r,5,10,5,5,10,5,5,0,10,0,5,0,5,0,1,1,1,0,1,0,1,4,4,8,4,4,8,4,4,0,8,0,4,0,4,0
LEVYMONE8,n,r,5,10,5,5,10,5,5,0,10,0,5,0,5,0,1,1,1,0,1,0,1,5,5,10,5,5,10,5,5,0,10,0,5,0,5,0
LEVYMONE9,n,r,8,16,8,8,16,8,8,0,16,0,8,0,8,0,1,1,1,0,1,0,1,8,8,16,8,8,16,8,8,0,16,0,8,0,8,0
LEVYMONT,b,r,5,10,5,5,0,0,0,0,0,0,0,0,0,174.044233,0,1,1,0,0,0,0,2    3    4    5    8   10  100,2    3    4    5    8   10  100,4    6    8   10   16   20  200,2    3    4    5    8   10  100,2    3    4    5    8   10  100,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,204.2035      187.4484      179.0708      174.0442      166.5044      163.9911      154.9433
LEVYMONT10,b,r,10,20,10,10,0,0,0,0,0,0,0,0,0,163.9911365,0,1,1,0,0,0,0,10,10,20,10,10,0,0,0,0,0,0,0,0,0,163.9911
LEVYMONT5,b,r,2,4,2,2,0,0,0,0,0,0,0,0,0,60.37748381,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
LEVYMONT6,b,r,5,10,5,5,0,0,0,0,0,0,0,0,0,58.78705253,0,1,1,0,0,0,0,3,3,6,3,3,0,0,0,0,0,0,0,0,0,59.4939
LEVYMONT7,b,r,5,10,5,5,0,0,0,0,0,0,0,0,0,58.78705253,0,1,1,0,0,0,0,4,4,8,4,4,0,0,0,0,0,0,0,0,0,59.0521
LEVYMONT8,b,r,5,10,5,5,0,0,0,0,0,0,0,0,0,174.044233,0,1,1,0,0,0,0,5,5,10,5,5,0,0,0,0,0,0,0,0,0,174.0442
LEVYMONT9,b,r,8,16,8,8,0,0,0,0,0,0,0,0,0,166.5044106,0,1,1,0,0,0,0,8,8,16,8,8,0,0,0,0,0,0,0,0,0,166.5044
LEWISPOL,n,r,6,12,6,6,9,3,6,0,9,0,3,0,6,5,0,1,1,0,1,0,1,,,,,,,,,,,,,,,
LIARWHD,u,r,10,0,0,0,0,0,0,0,0,0,0,0,0,5850,0,1,1,0,0,0,0,36  100  500,36  100  500,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,21060   58500  292500
LIARWHDNE,n,r,10,0,0,0,20,10,10,0,20,0,10,0,10,0,1,1,1,0,1,0,1,36  100  500,36  100  500,0  0  0,0  0  0,0  0  0,72   200  1000,36  100  500,36  100  500,0  0  0,72   200  1000,0  0  0,36  100  500,0  0  0,36  100  500,0  0  0
LIN,l,r,4,8,4,4,2,2,0,0,2,0,2,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,
LINSPANH,l,r,97,194,97,97,33,33,0,0,33,0,33,0,0,-77,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
LINVERSE,b,r,19,10,10,0,0,0,0,0,0,0,0,0,0,63.07806504,0,1,1,0,0,0,0,10  100  500,19  199  999,10  100  500,10  100  500,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,63.078065      905.14287      4594.4364
LINVERSENE,n,r,19,10,10,0,27,0,27,0,27,0,0,0,27,0,1,1,1,0,1,0,1,10  100  500,19  199  999,10  100  500,10  100  500,0  0  0,27   297  1497,0  0  0,27   297  1497,0  0  0,27   297  1497,0  0  0,0  0  0,0  0  0,27   297  1497,0  0  0
LIPPERT1,n,r,74,1,1,0,150,30,120,120,30,0,30,120,0,0,0,1,1,1,0,1,0,2    3   10   40  100,53    74   221   851  2111,1  1  1  1  1,1  1  1  1  1,0  0  0  0  0,100   150   500  2000  5000,20    30   100   400  1000,80   120   400  1600  4000,80   120   400  1600  4000,20    30   100   400  1000,0  0  0  0  0,20    30   100   400  1000,80   120   400  1600  4000,0  0  0  0  0,0  0  0  0  0
LIPPERT2,n,r,74,1,1,0,150,30,120,120,30,0,30,120,0,1,0,1,1,1,0,1,0,2    3   10   40  100,53    74   221   851  2111,1  1  1  1  1,1  1  1  1  1,0  0  0  0  0,100   150   500  2000  5000,20    30   100   400  1000,80   120   400  1600  4000,80   120   400  1600  4000,20    30   100   400  1000,0  0  0  0  0,20    30   100   400  1000,80   120   400  1600  4000,0  0  0  0  0,1  1  1  1  1
LISWET1,l,r,53,0,0,0,50,50,0,50,0,50,0,0,0,13.48244848,0,1,1,0,0,0,0,100  400,103  403,0  0,0  0,0  0,100  400,100  400,0  0,100  400,0  0,100  400,0  0,0  0,0  0,26.10855      101.7362
LISWET10,l,r,53,0,0,0,50,50,0,50,0,50,0,0,0,13.62102052,0,1,1,0,0,0,0,100  400,103  403,0  0,0  0,0  0,100  400,100  400,0  0,100  400,0  0,100  400,0  0,0  0,0  0,26.24801      102.1199
LISWET11,l,r,53,0,0,0,50,50,0,50,0,50,0,0,0,13.83099288,0,1,1,0,0,0,0,100  400,103  403,0  0,0  0,0  0,100  400,100  400,0  0,100  400,0  0,100  400,0  0,0  0,0  0,26.45402      102.0795
LISWET12,l,r,53,0,0,0,50,50,0,50,0,50,0,0,0,13.83784931,0,1,1,0,0,0,0,100  400,103  403,0  0,0  0,0  0,100  400,100  400,0  0,100  400,0  0,100  400,0  0,0  0,0  0,26.45555      102.0795
LISWET2,l,r,53,0,0,0,50,50,0,50,0,50,0,0,0,9.154654327,0,1,1,0,0,0,0,100  400,103  403,0  0,0  0,0  0,100  400,100  400,0  0,100  400,0  0,100  400,0  0,0  0,0  0,17.6126      68.2382
LISWET3,l,r,53,0,0,0,50,50,0,50,0,50,0,0,0,5.692070941,0,1,1,0,0,0,0,100  400,103  403,0  0,0  0,0  0,100  400,100  400,0  0,100  400,0  0,100  400,0  0,0  0,0  0,10.8149      41.4388
LISWET4,l,r,53,0,0,0,50,50,0,50,0,50,0,0,0,4.208693352,0,1,1,0,0,0,0,100  400,103  403,0  0,0  0,0  0,100  400,100  400,0  0,100  400,0  0,100  400,0  0,0  0,0  0,7.90211      29.9535
LISWET5,l,r,53,0,0,0,50,50,0,50,0,50,0,0,0,85.6728815,0,1,1,0,0,0,0,100  400,103  403,0  0,0  0,0  0,100  400,100  400,0  0,100  400,0  0,100  400,0  0,0  0,0  0,165.6544      645.2439
LISWET6,l,r,53,0,0,0,50,50,0,50,0,50,0,0,0,11.79048446,0,1,1,0,0,0,0,100  400,103  403,0  0,0  0,0  0,100  400,100  400,0  0,100  400,0  0,100  400,0  0,0  0,0  0,22.7227      88.2753
LISWET7,l,r,53,0,0,0,50,50,0,50,0,50,0,0,0,13.12531691,0,1,1,0,0,0,0,100  400,103  403,0  0,0  0,0  0,100  400,100  400,0  0,100  400,0  0,100  400,0  0,0  0,0  0,25.75434      101.5068
LISWET8,l,r,53,0,0,0,50,50,0,50,0,50,0,0,0,13.12754007,0,1,1,0,0,0,0,100  400,103  403,0  0,0  0,0  0,100  400,100  400,0  0,100  400,0  0,100  400,0  0,0  0,0  0,25.75778      101.5081
LISWET9,l,r,52,0,0,0,50,50,0,50,0,50,0,0,0,12.88681351,0,1,1,0,0,0,0,100  400,102  402,0  0,0  0,0  0,100  400,100  400,0  0,100  400,0  0,100  400,0  0,0  0,0  0,25.50942      101.2519
LMINSURF,b,r,16,24,12,12,0,0,0,0,0,0,0,0,0,16.90767509,0,1,1,0,0,0,0,4    7    8   11   31   32   75  100  125,16     49     64    121    961   1024   5625  10000  15625,24   48   56   80  240  248  592  792  992,12   24   28   40  120  124  296  396  496,12   24   28   40  120  124  296  396  496,0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0,16.9077       22.585      23.4614      25.0755      27.6698      27.7124      28.4583      28.5948      28.6764
LOADBAL,l,r,31,42,31,11,31,31,0,20,11,20,11,0,0,1.546692607,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
LOGHAIRY,u,r,2,0,0,0,0,0,0,0,0,0,0,0,0,6.552519792,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
LOGROS,b,r,2,2,2,0,0,0,0,0,0,0,0,0,0,7.571391256,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
LOOTSMA,n,r,3,4,3,1,2,0,2,2,0,0,0,2,0,3,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
LOTSCHD,l,r,12,12,12,0,7,7,0,0,7,0,7,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
LSC1,n,r,3,0,0,0,6,0,6,0,6,0,0,0,6,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
LSC1LS,u,r,3,0,0,0,0,0,0,0,0,0,0,0,0,63019.32218,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
LSC2,n,r,3,0,0,0,6,0,6,0,6,0,0,0,6,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
LSC2LS,u,r,3,0,0,0,0,0,0,0,0,0,0,0,0,235144.3534,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
LSNNODOC,l,r,5,6,3,3,4,4,0,0,4,0,4,0,0,2568.572761,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
LSQFIT,l,r,2,1,1,0,1,1,0,1,0,1,0,0,0,1.017263,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
LUBRIF,n,r,76,76,50,26,50,26,24,0,50,0,26,0,24,0,0,1,1,0,1,0,1,10  50,151  751,151  751,100  500,51  251,100  500,51  251,49  249,0  0,100  500,0  0,51  251,0  0,49  249,0  0
LUBRIFC,n,r,76,76,50,26,50,26,24,0,50,0,26,0,24,0,0,1,1,0,1,0,1,10  50,151  751,151  751,100  500,51  251,100  500,51  251,49  249,0  0,100  500,0  0,51  251,0  0,49  249,0  0
LUKSAN11,n,r,100,0,0,0,198,99,99,0,198,0,99,0,99,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
LUKSAN11LS,u,r,100,0,0,0,0,0,0,0,0,0,0,0,0,626.0639857,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
LUKSAN12,n,r,98,0,0,0,192,32,160,0,192,0,32,0,160,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
LUKSAN12LS,u,r,98,0,0,0,0,0,0,0,0,0,0,0,0,32160,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
LUKSAN13,n,r,98,0,0,0,224,0,224,0,224,0,0,0,224,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
LUKSAN13LS,u,r,98,0,0,0,0,0,0,0,0,0,0,0,0,64352,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
LUKSAN14,n,r,98,0,0,0,224,160,64,0,224,0,160,0,64,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
LUKSAN14LS,u,r,98,0,0,0,0,0,0,0,0,0,0,0,0,26880,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
LUKSAN17,n,r,100,0,0,0,196,0,196,0,196,0,0,0,196,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
LUKSAN17LS,u,r,100,0,0,0,0,0,0,0,0,0,0,0,0,1687370.149,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
LUKSAN21,n,r,100,0,0,0,100,0,100,0,100,0,0,0,100,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
LUKSAN21LS,u,r,100,0,0,0,0,0,0,0,0,0,0,0,0,99.9875072,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
LUKSAN22,n,r,100,0,0,0,198,1,197,0,198,0,1,0,197,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
LUKSAN22LS,u,r,100,0,0,0,0,0,0,0,0,0,0,0,0,24876.8647,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
LUKVLE1,n,r,10,0,0,0,8,0,8,0,8,0,0,0,8,2057,0,1,1,0,1,0,1,100,100,0,0,0,98,0,98,0,98,0,0,0,98,24926
LUKVLE10,n,r,10,0,0,0,8,0,8,0,8,0,0,0,8,10,0,1,1,0,1,0,1,100,100,0,0,0,98,0,98,0,98,0,0,0,98,100
LUKVLE11,n,r,8,0,0,0,4,0,4,0,4,0,0,0,4,3.03125,0,1,1,0,1,0,1,98,98,0,0,0,64,0,64,0,64,0,0,0,64,48.5
LUKVLE12,n,r,7,0,0,0,3,0,3,0,3,0,0,0,3,16.625,0,1,1,0,1,0,1,97,97,0,0,0,72,0,72,0,72,0,0,0,72,399
LUKVLE13,n,r,20,0,0,0,12,0,12,0,12,0,0,0,12,504,0,1,1,0,1,0,1,98,98,0,0,0,64,0,64,0,64,0,0,0,64,2688
LUKVLE14,n,r,20,0,0,0,12,0,12,0,12,0,0,0,12,319452,0,1,1,0,1,0,1,98,98,0,0,0,64,0,64,0,64,0,0,0,64,1703744
LUKVLE15,n,r,17,0,0,0,12,0,12,0,12,0,0,0,12,10282448,0,1,1,0,1,0,1,97,97,0,0,0,72,0,72,0,72,0,0,0,72,61694688
LUKVLE16,n,r,17,0,0,0,12,0,12,0,12,0,0,0,12,90,0,1,1,0,1,0,1,97,97,0,0,0,72,0,72,0,72,0,0,0,72,540
LUKVLE17,n,r,17,0,0,0,12,0,12,0,12,0,0,0,12,216,0,1,1,0,1,0,1,97,97,0,0,0,72,0,72,0,72,0,0,0,72,1296
LUKVLE18,n,r,17,0,0,0,12,0,12,0,12,0,0,0,12,24,0,1,1,0,1,0,1,97,97,0,0,0,72,0,72,0,72,0,0,0,72,144
LUKVLE2,n,r,10,0,0,0,3,0,3,0,3,0,0,0,3,6883.6,0,1,1,0,1,0,1,100,100,0,0,0,93,0,93,0,93,0,0,0,93,48684.1
LUKVLE3,n,r,10,0,0,0,2,0,2,0,2,0,0,0,2,2060,0,1,1,0,1,0,1,100,100,0,0,0,2,0,2,0,2,0,0,0,2,24935
LUKVLE4,n,r,10,0,0,0,4,0,4,0,4,0,0,0,4,5760162.973,0,1,1,0,1,0,1,100,100,0,0,0,49,0,49,0,49,0,0,0,49,72233653.94
LUKVLE4C,n,r,10,0,0,0,8,0,8,0,8,0,0,0,8,2490.951199,0,1,1,0,1,0,1,100,100,0,0,0,98,0,98,0,98,0,0,0,98,29893.6806
LUKVLE5,n,r,12,4,2,2,6,0,6,0,6,0,0,0,6,66.27796586,0,1,1,0,1,0,1,100,102,4,2,2,96,0,96,0,96,0,0,0,96,519.8495
LUKVLE6,n,r,9,0,0,0,4,0,4,0,4,0,0,0,4,2257817.799,0,1,1,0,1,0,1,99,99,0,0,0,49,0,49,0,49,0,0,0,49,30258086.61
LUKVLE7,n,r,10,0,0,0,4,0,4,0,4,0,0,0,4,32.85661204,0,1,1,0,1,0,1,100,100,0,0,0,4,0,4,0,4,0,0,0,4,2404.779
LUKVLE8,n,r,50,0,0,0,48,0,48,0,48,0,0,0,48,28559.34388,0,1,1,0,1,0,1,100,100,0,0,0,98,0,98,0,98,0,0,0,98,57118.6878
LUKVLE9,n,r,10,0,0,0,6,0,6,0,6,0,0,0,6,5.005,0,1,1,0,1,0,1,100,100,0,0,0,6,0,6,0,6,0,0,0,6,50.05
LUKVLI1,n,r,10,0,0,0,8,0,8,8,0,0,0,8,0,2057,0,1,1,1,0,1,0,100,100,0,0,0,98,0,98,98,0,0,0,98,0,24926
LUKVLI10,n,r,10,0,0,0,8,0,8,8,0,0,0,8,0,10,0,1,1,1,0,1,0,100,100,0,0,0,98,0,98,98,0,0,0,98,0,100
LUKVLI11,n,r,8,0,0,0,4,0,4,4,0,0,0,4,0,3.03125,0,1,1,1,0,1,0,98,98,0,0,0,64,0,64,64,0,0,0,64,0,48.5
LUKVLI12,n,r,7,0,0,0,3,0,3,3,0,0,0,3,0,16.625,0,1,1,1,0,1,0,97,97,0,0,0,72,0,72,72,0,0,0,72,0,399
LUKVLI13,n,r,8,0,0,0,4,0,4,4,0,0,0,4,0,168,0,1,1,1,0,1,0,98,98,0,0,0,64,0,64,64,0,0,0,64,0,2688
LUKVLI14,n,r,8,0,0,0,4,0,4,4,0,0,0,4,0,106484,0,1,1,1,0,1,0,98,98,0,0,0,64,0,64,64,0,0,0,64,0,1703744
LUKVLI15,n,r,17,0,0,0,12,0,12,12,0,0,0,12,0,10282448,0,1,1,1,0,1,0,97,97,0,0,0,72,0,72,72,0,0,0,72,0,61694688
LUKVLI16,n,r,17,0,0,0,12,0,12,12,0,0,0,12,0,90,0,1,1,1,0,1,0,97,97,0,0,0,72,0,72,72,0,0,0,72,0,540
LUKVLI17,n,r,17,0,0,0,12,0,12,12,0,0,0,12,0,216,0,1,1,1,0,1,0,97,97,0,0,0,72,0,72,72,0,0,0,72,0,1296
LUKVLI18,n,r,17,0,0,0,12,0,12,12,0,0,0,12,0,24,0,1,1,1,0,1,0,97,97,0,0,0,72,0,72,72,0,0,0,72,0,144
LUKVLI2,n,r,10,0,0,0,3,0,3,3,0,0,0,3,0,6883.6,0,1,1,1,0,1,0,100,100,0,0,0,93,0,93,93,0,0,0,93,0,48684.1
LUKVLI3,n,r,10,0,0,0,2,0,2,2,0,0,0,2,0,2060,0,1,1,1,0,1,0,100,100,0,0,0,2,0,2,2,0,0,0,2,0,24935
LUKVLI4,n,r,10,0,0,0,4,0,4,0,4,0,0,0,4,5760162.973,0,1,1,0,1,0,1,100,100,0,0,0,49,0,49,0,49,0,0,0,49,72233653.94
LUKVLI4C,n,r,10,0,0,0,8,0,8,8,0,0,0,8,0,2490.951199,0,1,1,1,0,1,0,100,100,0,0,0,98,0,98,98,0,0,0,98,0,29893.6806
LUKVLI5,n,r,12,4,2,2,6,0,6,6,0,0,0,6,0,66.27796586,0,1,1,1,0,1,0,100,102,4,2,2,96,0,96,96,0,0,0,96,0,519.8495
LUKVLI6,n,r,9,0,0,0,4,0,4,4,0,0,0,4,0,2257817.799,0,1,1,1,0,1,0,99,99,0,0,0,49,0,49,49,0,0,0,49,0,30258086.61
LUKVLI7,n,r,10,0,0,0,4,0,4,4,0,0,0,4,0,32.85661204,0,1,1,1,0,1,0,100,100,0,0,0,4,0,4,4,0,0,0,4,0,2404.779
LUKVLI8,n,r,50,0,0,0,48,0,48,48,0,0,0,48,0,28559.34388,0,1,1,1,0,1,0,100,100,0,0,0,98,0,98,98,0,0,0,98,0,57118.6878
LUKVLI9,n,r,10,0,0,0,6,0,6,6,0,0,0,6,0,5.005,0,1,1,1,0,1,0,100,100,0,0,0,6,0,6,6,0,0,0,6,0,50.05
MADSEN,n,r,3,0,0,0,6,0,6,6,0,0,0,6,0,1,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
MADSSCHJ,n,r,5,0,0,0,6,0,6,6,0,0,0,6,0,0,0,1,1,1,0,1,0,4   10   20   30   40   50   60   70   80   90  100  200,5   11   21   31   41   51   61   71   81   91  101  201,0  0  0  0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0  0  0  0,6   18   38   58   78   98  118  138  158  178  198  398,0  0  0  0  0  0  0  0  0  0  0  0,6   18   38   58   78   98  118  138  158  178  198  398,6   18   38   58   78   98  118  138  158  178  198  398,0  0  0  0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0  0  0  0,6   18   38   58   78   98  118  138  158  178  198  398,0  0  0  0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0  0  0  0
MAKELA1,n,r,3,0,0,0,2,1,1,2,0,1,0,1,0,0,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
MAKELA2,n,r,3,0,0,0,3,0,3,3,0,0,0,3,0,0,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
MAKELA3,n,r,21,0,0,0,20,0,20,20,0,0,0,20,0,0,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
MAKELA4,l,r,21,0,0,0,40,40,0,40,0,40,0,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
MANCINO,u,r,10,0,0,0,0,0,0,0,0,0,0,0,0,122440.3142,0,1,1,0,0,0,0,10   20   30   50  100,10   20   30   50  100,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,122440.3141730699      14388233.58970143      242621727.0404195      8632597700.777077      1103265273683.879
MANCINONE,n,r,10,0,0,0,10,0,10,0,10,0,0,0,10,0,1,1,1,0,1,0,1,10   20   30   50  100,10   20   30   50  100,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,10   20   30   50  100,0  0  0  0  0,10   20   30   50  100,0  0  0  0  0,10   20   30   50  100,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,10   20   30   50  100,0  0  0  0  0
MANNE,n,r,12,17,12,5,8,4,4,8,0,4,0,4,0,-0.974572593,0,1,1,1,0,1,0,100  365,300  1095,401  1461,300  1095,101  366,200  730,100  365,100  365,200  730,0  0,100  365,0  0,100  365,0  0,-1.94914
MARATOS,n,r,2,0,0,0,1,0,1,0,1,0,0,0,1,-1.09999978,0,1,1,0,1,0,1,,,,,,,,,,,,,,,
MARATOSB,u,r,2,0,0,0,0,0,0,0,0,0,0,0,0,48401.1,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
MATRIX2,n,r,6,2,2,0,2,0,2,2,0,0,0,2,0,0,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
MAXLIKA,b,r,8,16,8,8,0,0,0,0,0,0,0,0,0,1291.260092,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
